Group,Excellent ratio,Good ratio,Pass ratio,Fail ratio
92,0.18688121100692126,0.2982163082242696,0.28049809623883115,0.2344043845299781
93,0.19540124562727026,0.29331739962817965,0.39706601898309335,0.11421533576145677
94,0.22159014297260252,0.20973739286327592,0.4149866710701741,0.15368579309394756
95,0.18677635304153234,0.26242499091370025,0.3614109504256765,0.1893877056190908
96,0.17046024974592464,0.3392232254332985,0.2565626141464146,0.23375391067436213
97,0.16534184441284214,0.23820073713514142,0.4484347783886811,0.14802264006333515
98,0.1841901500680489,0.1956067541351766,0.506901797688037,0.11330129810873725
99,0.18729684001286942,0.2778243543635429,0.4106445634067552,0.12423424221683244
100,0.17701048913921408,0.19143396984835828,0.49303189217390353,0.138523648838524
101,0.2022269047739612,0.2763757006799103,0.384345125897089,0.13705226864903935
102,0.1869234137810166,0.321950873818535,0.30435015608857,0.1867755563118786
103,0.17895558977390233,0.2607414217857316,0.3918504141338575,0.16845257430650848
104,0.16661279670917992,0.3434460951453038,0.2775053993686279,0.21243570877688836
105,0.180663587349846,0.2775650436620795,0.4065513715270159,0.13521999746105848
106,0.10490631476594382,0.16436918252724828,0.6618742972045599,0.0688502055022481
107,0.18252103934558356,0.3012738856057807,0.36446630822513193,0.1517387668235038
108,0.22224345138442156,0.3105638554051199,0.3268280349580529,0.1403646582524056
109,0.20641591866171383,0.2753255238484273,0.37860316614865186,0.13965539134120708
110,0.15756038175902348,0.284000116353503,0.3519483102434583,0.2064911916440152
111,0.18017971950981856,0.26533308850790627,0.41493292797522374,0.13955426400705162
112,0.18718619809816128,0.24431614990968423,0.351576192681656,0.21692145931049836
113,0.18478575220773943,0.26486177087014684,0.4045102908050561,0.14584218611705752
114,0.2248189896801056,0.3546337695787778,0.2236457126451138,0.19690152809600278
115,0.16314636824293907,0.24726366925635732,0.4252996293687516,0.1642903331319521
116,0.10358860586560763,0.14419359609934423,0.6755802845722588,0.07663751346278916
117,0.19614083449664207,0.27788045502128833,0.36298648632852754,0.16299222415354214
118,0.10209641281472441,0.12455479562802198,0.7202696665207664,0.05307912503648708
119,0.1909766269207161,0.28718668802944197,0.3706825956203874,0.15115408942945466
